year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",186,28,7.26,0,8.52,0,12.22,0,1,1475,430,0,298,0,747
2023,8,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",248,31,14.7,0,8.86,0,7.44,1,0,1910,1161,0,290,0,459
2023,8,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",331,85,17.73,4.54,39.37,1,22.36,0,0,3733,1089,235,1424,30,955
2023,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",860,217,61.02,4.46,83.52,3.33,64.67,4,0,13128,5908,332,2644,133,4111
2023,8,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",76,12,2.38,0.17,8.93,0,0.52,0,0,628,245,7,342,0,34
2023,8,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",89,24,6.84,0,10.52,0,6.64,0,1,983,405,0,387,0,191
2023,8,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",185,40,7.88,1.26,19.33,0.22,11.3,0,2,2172,883,112,737,18,422
2023,8,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",31,16,6.68,1,8.32,0,0,0,1,719,258,135,326,0,0
2023,8,AS,Alaska Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",45,7,1.44,0,4.17,0,1.39,0,1,194,45,0,113,0,36
2023,8,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",106,27,7.05,0.83,9.66,0,9.46,0,0,870,227,19,240,0,384
2023,8,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",51,18,4.87,0,5.87,0.1,7.15,0,1,474,145,0,152,3,174
2023,8,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",89,28,7.49,0,8.23,1,11.28,0,0,1108,433,0,212,17,446
2023,8,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",232,31,5.4,6.46,16.67,0,2.46,0,1,1783,230,749,707,0,97
2023,8,AS,Alaska Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",31,10,2.9,0,5.87,0,1.24,0,0,327,154,0,146,0,27
2023,8,AS,Alaska Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",44,3,2.77,0,0.23,0,0,0,0,88,80,0,8,0,0
2023,8,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",35,11,4.62,0,2.2,0,4.18,0,0,317,141,0,64,0,112
2023,8,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",147,49,12.56,0,19.61,0,16.83,1,0,1686,477,0,525,0,684
2023,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",351,88,16.68,2.66,48.29,0.94,19.43,0,4,3840,1001,386,1746,17,690
2023,8,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",31,7,1,0,1,0,5,0,0,187,21,0,22,0,144
2023,8,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1318,259,50.6,2.67,66.49,2.48,136.76,5,1,11977,2599,98,1916,47,7317
2023,8,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",62,9,3.87,0,2.47,0,2.67,0,0,291,113,0,61,0,117
2023,8,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",320,94,22.33,0,43.44,0,28.23,1,1,3586,1192,0,1233,0,1161
2023,8,AS,Alaska Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",62,12,1.93,0,2.76,0,7.31,0,0,302,83,0,53,0,166
2023,8,AS,Alaska Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",62,8,1.41,0,2.52,0,4.08,0,0,276,37,0,55,0,184
2023,8,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,13,0.93,0,4.2,0,7.87,0,0,493,21,0,95,0,377
2023,8,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",25,8,1.45,0,3.58,0,2.97,0,0,266,102,0,81,0,83
2023,8,AS,Alaska Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",93,16,5.89,0,4.64,0,5.47,0,0,477,216,0,100,0,161
2023,8,AS,Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",62,12,4.04,0,3.38,0,4.58,0,0,498,228,0,107,0,163
2023,8,AS,Alaska Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",93,13,4.17,0,5.18,0,3.65,0,0,507,225,0,114,0,168
2023,8,AS,Alaska Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",8,3,0.19,1,0.32,0,1.49,0,0,99,3,16,12,0,68
2023,8,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",810,168,41.99,5.58,63.66,2.27,54.5,6,1,8834,2564,575,2089,38,3568
2023,8,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",44,15,2.52,0,5.92,0,6.56,0,0,434,74,0,119,0,241
2023,8,AS,Alaska Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",31,5,1,0,1.54,0,2.46,0,0,131,18,0,38,0,75
2023,8,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",37,5,1.14,1,1.26,0,1.6,2,1,248,43,110,51,0,44
2023,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",7771,1420,332.51,41.88,449.5,10.93,585.17,26,13,78535,26310,3680,14449,364,33732
2023,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1138,218,58.04,11.88,71.79,1,75.29,3,1,12349,4311,530,2526,18,4964
2023,8,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",155,26,11.95,0.96,3.97,0,9.12,0,1,1266,686,49,160,0,371
2023,8,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",281,44,13.26,1,7.55,1,21.19,0,0,2004,828,17,161,15,983
2023,8,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",95,19,4.77,1,8.56,0,4.68,0,0,906,301,15,312,0,278
2023,8,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",88,29,6.74,0,9.71,0,12.56,0,0,961,288,0,220,0,453
2023,8,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",340,45,14.73,0,17.65,0,12.62,1,1,1937,913,0,514,0,510
2023,8,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",89,29,10.47,0,9.57,0,8.96,0,0,1035,434,0,257,0,344
2023,8,AS,Alaska Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",62,18,1.98,0,10.79,0,5.24,0,0,674,55,0,294,0,325
2023,8,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",62,17,4.46,0.93,5.74,0,5.87,4,0,582,260,14,161,0,147
2023,8,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31,8,2.27,0,5.73,0,0,0,0,338,145,0,193,0,0
2023,8,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62,17,4.26,0.89,5.52,1,5.33,0,0,781,290,42,140,20,289
2023,8,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",62,12,2,0,2.37,0,7.63,0,0,537,161,0,50,0,326
2023,8,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,18,8.61,0,3.9,0,5.49,0,0,1758,798,0,305,0,655
2023,8,B6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",219,59,25.58,3.25,7.15,0,23.03,2,0,4683,1657,293,442,0,2291
2023,8,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",62,32,15.92,2,5.85,0.47,7.76,3,0,3192,1417,66,447,52,1210
2023,8,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",309,132,56.63,2.85,34.86,0.32,37.34,10,5,10535,4426,131,2244,7,3727
2023,8,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",93,23,13.81,0.65,6.58,0,1.96,3,0,1237,752,47,249,0,189
2023,8,B6,JetBlue Airways,AVL,"Asheville, NC: Asheville Regional",31,4,0.13,0.98,1.08,0,1.8,0,0,482,25,59,31,0,367
2023,8,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",248,117,50.31,2.12,14.08,1.19,49.29,6,0,9338,4349,55,639,33,4262
2023,8,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",166,55,25.72,1.55,11.97,0,15.76,7,0,4141,2079,69,630,0,1363
2023,8,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3614,1330,321.33,13.74,413.34,0.79,580.8,90,5,123051,37416,854,23757,19,61005
2023,8,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",184,73,33.16,1.31,15.36,0,23.17,8,0,6887,3662,63,663,0,2499
2023,8,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",58,23,9.98,0,4.11,0,8.91,1,0,1889,621,0,220,0,1048
2023,8,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",257,100,43.14,3.47,18.57,0,34.82,8,0,8361,2924,407,1360,0,3670
2023,8,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",31,15,10.02,0,2.65,0,2.33,1,0,844,548,0,184,0,112
2023,8,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62,11,3.96,0,1.02,0,6.02,1,0,1364,641,0,188,0,535
2023,8,B6,JetBlue Airways,BZN,"Bozeman, MT: Bozeman Yellowstone International",31,7,2.69,0,1.62,0,2.68,0,0,539,130,0,40,0,369
2023,8,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",243,53,19.58,0.94,14.54,0,17.94,6,2,3377,1365,27,550,0,1435
2023,8,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",89,36,18.87,0,5.73,0,11.4,2,1,1880,941,0,302,0,637
2023,8,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",58,16,7.81,0,3.16,0,5.02,1,3,1455,675,0,195,0,585
2023,8,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",714,228,91.3,6.15,52.5,0.27,77.78,24,5,19614,8507,484,3160,28,7435
2023,8,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",192,73,38.61,1.47,15.25,0.14,17.52,1,1,5444,3032,62,893,3,1454
2023,8,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",31,14,8.77,0,1.86,0,3.38,0,0,982,604,0,106,0,272
2023,8,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",182,67,33.76,0,10.62,0,22.62,4,0,4669,2347,0,516,0,1806
2023,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",520,162,63.73,1.37,25.02,0.91,70.97,14,1,14649,5386,149,1377,30,7707
2023,8,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1518,503,197.86,3.68,105.07,1.6,194.79,56,14,43978,19652,883,5297,71,18075
2023,8,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",403,148,54.82,5.16,18.5,0.48,69.03,9,3,12786,4565,484,970,31,6736
2023,8,B6,JetBlue Airways,HYA,"Hyannis, MA: Cape Cod Gateway",62,6,3.14,0,0.54,0,2.33,0,1,592,292,0,37,0,263
2023,8,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",93,37,20.16,1,7.5,0,8.33,2,1,3178,2008,22,325,0,823
2023,8,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",197,70,33.59,2.44,7.1,0,26.88,14,0,5379,2559,271,406,0,2143
2023,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3466,1223,385.04,21.57,221.4,2.12,592.87,109,3,113183,39141,2478,12126,148,59290
2023,8,B6,JetBlue Airways,LAS,"Las Vegas, NV: Harry Reid International",254,108,51.29,1.37,28.98,0.39,25.96,13,0,9155,4989,70,1681,31,2384
2023,8,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",1105,362,146.08,3.67,131.12,1.07,80.06,14,1,26620,13357,239,5543,40,7441
2023,8,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",1325,358,126.28,7.82,82.43,0.75,140.72,41,14,30214,10386,748,5516,15,13549
2023,8,B6,JetBlue Airways,MCI,"Kansas City, MO: Kansas City International",62,17,9.85,0,4.74,0,2.41,0,1,1592,802,0,558,0,232
2023,8,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1535,531,224.54,4.25,109.09,0.04,193.08,48,14,51826,23580,294,7426,7,20519
2023,8,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",184,58,26.98,1,17.11,0,12.9,10,5,6131,3418,155,1183,0,1375
2023,8,B6,JetBlue Airways,MKE,"Milwaukee, WI: General Mitchell International",62,23,14.11,0,3.6,0,5.29,0,0,1114,707,0,188,0,219
2023,8,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",31,11,5.79,0,2.64,0,2.57,1,0,1118,599,0,166,0,353
2023,8,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",124,40,16.22,1.27,10.07,0,12.44,4,2,2891,1417,123,448,0,903
2023,8,B6,JetBlue Airways,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",167,45,26.83,0,5.49,0,12.68,2,0,2953,1519,0,342,0,1092
2023,8,B6,JetBlue Airways,ONT,"Ontario, CA: Ontario International",31,17,7.88,0,0.71,0,8.41,2,1,1695,816,0,56,0,823
2023,8,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",62,21,10.33,0,6.42,0,4.25,0,0,1429,877,0,207,0,345
2023,8,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",62,20,14.58,0,2.56,0,2.86,2,1,1692,1241,0,172,0,279
2023,8,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",458,160,56.75,0.71,38.82,0.56,63.16,9,1,13130,4293,35,2562,24,6216
2023,8,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",62,25,13.12,1.92,6.24,1,2.72,1,0,1717,797,257,431,34,198
2023,8,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",58,18,6.86,1,2.22,0,7.92,2,0,852,248,118,90,0,396
2023,8,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,31,17.88,0,4.7,0,8.42,2,2,2226,1347,0,251,0,628
2023,8,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",88,32,18.12,1,3.26,0,9.62,2,0,2324,965,67,213,0,1079
2023,8,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",62,34,15.99,0.43,2.21,0,15.37,1,0,3458,1655,29,98,0,1676
2023,8,B6,JetBlue Airways,PVD,"Providence, RI: Rhode Island Tf Green International",93,32,13.32,1.87,8.41,0.41,7.99,5,1,2646,1164,143,462,12,865
2023,8,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",110,35,15.45,0,6.48,0,13.07,2,0,2314,1020,0,330,0,964
2023,8,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",325,129,69.53,1.35,20.03,0.23,37.86,11,1,9961,5398,69,849,10,3635
2023,8,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",151,80,38.33,3.38,9.16,0,29.13,8,0,6298,2920,267,440,0,2671
2023,8,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",62,28,14.16,0,4.14,0,9.7,2,0,2305,1118,0,247,0,940
2023,8,B6,JetBlue Airways,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",93,40,19.1,0,6.01,0,14.88,1,0,2926,1311,0,341,0,1274
2023,8,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",273,79,39.59,0,21.54,0,17.87,9,5,6020,3009,0,1114,0,1897
2023,8,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",154,60,24.45,3.02,20.73,0.5,11.31,1,1,3085,1352,251,824,9,649
2023,8,B6,JetBlue Airways,SAT,"San Antonio, TX: San Antonio International",62,13,6.32,0,5.86,0,0.83,0,0,560,283,0,244,0,33
2023,8,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",124,33,16.97,0,4.17,0.61,11.25,5,0,2920,1524,0,325,63,1008
2023,8,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",182,47,23.62,0,15.56,0,7.82,3,1,2954,1496,0,741,0,717
2023,8,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",448,133,60.79,2.64,39.78,0,29.79,4,0,7994,4494,66,1350,0,2084
2023,8,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",62,29,13.63,0,4.16,0.5,10.71,0,1,1512,822,0,131,14,545
2023,8,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",883,411,204.49,7.56,76.05,0.44,122.47,26,3,37422,19109,571,4561,38,13143
2023,8,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",217,74,34.48,4.27,9.88,0.39,24.98,3,0,6102,2939,277,646,12,2228
2023,8,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",62,27,11.64,0,5.57,0,9.79,0,0,2060,1019,0,281,0,760
2023,8,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",31,4,1.38,0,1.26,0,1.36,4,0,530,32,0,445,0,53
2023,8,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",35,22,7.16,0,3.55,1.51,9.78,2,0,1584,417,0,184,41,942
2023,8,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",93,38,14.59,1.17,5.85,0,16.39,2,0,4104,1313,296,384,0,2111
2023,8,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",477,156,72.69,0.97,24.7,0.76,56.87,45,5,12917,6455,64,910,29,5459
2023,8,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",144,31,15.53,0.08,8.77,0,6.62,2,0,1513,741,10,310,0,452
2023,8,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",120,38,21.66,2.89,4.11,0,9.34,3,0,3431,2293,134,145,0,859
2023,8,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",331,44,16.98,2.87,15.33,0,8.82,0,1,2346,1226,227,363,0,530
2023,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19716,3416,928.68,169.57,935.84,1,1380.91,475,125,303248,110115,22089,70200,43,100801
2023,8,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",31,4,1.09,1,0.79,0,1.12,1,0,574,125,292,105,0,52
2023,8,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1082,242,121.28,5.98,40.5,0,74.24,20,5,19570,10166,817,2111,0,6476
2023,8,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",191,38,14.94,5.02,8.19,0,9.85,7,0,2336,848,280,414,0,794
2023,8,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",361,56,37.15,2.4,5.12,0,11.32,2,0,4051,2959,176,258,0,658
2023,8,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",254,54,24.52,3.1,10.8,0,15.58,14,0,3290,1132,519,429,0,1210
2023,8,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",103,21,15.58,0,1.44,0,3.98,2,0,1672,1254,0,60,0,358
2023,8,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",31,12,8.13,0,1.41,0,2.45,0,0,811,579,0,55,0,177
2023,8,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",736,152,77.38,7.17,24.1,0,43.36,9,0,10263,4982,626,1360,0,3295
2023,8,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",283,51,21.86,4.01,10.44,0,14.69,3,0,3198,1584,240,441,0,933
2023,8,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",2338,498,129.94,16.81,147.11,0,204.14,27,3,37855,12993,1479,6823,0,16560
2023,8,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",143,23,13.16,1.47,4.68,0,3.68,4,1,2031,1280,175,402,0,174
2023,8,DL,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",44,10,5.15,0.08,1.93,0,2.84,0,0,558,253,15,53,0,237
2023,8,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",250,78,40.4,2.74,15.61,0,19.26,5,0,5486,3022,295,671,0,1498
2023,8,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",466,106,50.14,9.16,14.73,0,31.97,6,0,8290,2981,1728,1123,0,2458
2023,8,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",199,40,25.11,0,4.38,0,10.51,2,1,3325,2628,0,202,0,495
2023,8,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",133,17,5.57,2.66,2.42,0,6.35,3,0,880,278,177,94,0,331
2023,8,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",94,24,13.74,1.22,3.65,0,5.4,4,0,2007,1301,77,118,0,511
2023,8,DL,Delta Air Lines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",31,3,1.13,1,0.02,0,0.85,0,0,317,74,83,1,0,159
2023,8,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",347,60,26.6,2.68,13.18,0,17.55,12,1,3695,1801,128,679,0,1087
2023,8,DL,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,5,3.17,0,1.25,0,0.58,1,0,341,121,0,186,0,34
2023,8,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",275,66,31.4,2.45,13.62,0,18.53,3,1,5128,3025,217,681,0,1205
2023,8,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",601,101,46.76,6.63,21.96,0,25.65,9,1,9448,5048,846,1057,0,2497
2023,8,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",282,47,27.25,5.19,7.67,0,6.89,3,0,4062,2853,300,267,0,642
2023,8,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",62,21,14.27,1.36,2.91,0,2.46,0,0,1174,679,94,93,0,308
2023,8,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",720,151,62.56,5.64,25.05,0,57.75,10,1,10779,4833,539,990,0,4417
2023,8,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",124,23,12.15,0.43,7.21,0,3.21,5,0,1667,1031,45,325,0,266
2023,8,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",265,81,36.61,4.55,21.32,0,18.52,5,1,6651,3383,358,1027,0,1883
2023,8,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",110,22,10.73,1.01,2.16,0,8.1,1,0,1726,1120,132,99,0,375
2023,8,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",697,171,82.84,8.11,37.91,0,42.14,14,8,10280,4763,657,1563,0,3297
2023,8,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",1127,283,111.56,8.07,109.05,0,54.32,7,4,17700,8909,565,4219,0,4007
2023,8,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",953,219,104.36,4.02,51.67,0,58.95,15,5,13855,7495,299,2232,0,3829
2023,8,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",93,19,6.89,1.24,3.76,0,7.1,3,0,2046,1159,209,293,0,385
2023,8,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",5436,899,294.11,31.83,182.39,0.59,390.09,115,21,77603,30383,3190,11167,44,32819
2023,8,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",151,36,20.02,0.33,5.38,0,10.27,3,0,2235,1278,38,155,0,764
2023,8,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",62,12,6.23,1.81,1.95,0,2,2,0,801,435,174,64,0,128
2023,8,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",586,108,58.51,6.6,22.4,1,19.49,11,0,7284,3903,829,1505,53,994
2023,8,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",124,27,11.04,1.82,9.38,0,4.75,5,1,2250,1354,114,506,0,276
2023,8,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",93,19,10.46,1,3.76,0,3.79,0,1,2030,1612,19,128,0,271
2023,8,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",63,9,4.54,0,0.86,0,3.6,0,0,1031,678,0,36,0,317
2023,8,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31,16,7.01,0,2.27,0,6.72,4,0,1668,877,0,170,0,621
2023,8,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",93,31,14.71,0,12.48,0,3.81,0,0,1041,571,0,357,0,113
2023,8,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",941,224,107.04,8.53,70.47,1.45,36.5,10,5,13794,6970,847,3618,79,2280
2023,8,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",62,25,12.02,0,4.73,0,8.25,1,0,2041,1329,0,256,0,456
2023,8,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",356,71,40.36,2.72,7.3,0,20.62,3,0,5602,3071,71,210,0,2250
2023,8,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",136,27,10.7,1.36,6.74,0,8.2,7,0,1984,721,258,275,0,730
2023,8,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",111,16,10.94,0,2.73,0,2.34,3,0,935,570,0,222,0,143
2023,8,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",31,10,4.05,0.32,2.07,0,3.56,0,0,773,274,43,46,0,410
2023,8,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",239,52,26.89,2.91,10.1,0,12.09,3,0,2955,1515,230,313,0,897
